DATE,m_active_time,m_distance,m_inactive_time,m_lcat,m_lcit,m_steps
20140622,901.0,1282.0,30780.0,254.0,15660.0,1659.0
20140623,4496.0,8563.0,25200.0,1622.0,5340.0,9590.0
20140624,5636.0,9393.0,28440.0,1620.0,8880.0,11226.0
20140625,4471.0,8283.0,29640.0,1096.0,6600.0,9313.0
20140626,9620.0,16386.0,26340.0,2190.0,6660.0,19330.0
20140627,9434.0,12493.0,22980.0,847.0,2460.0,16559.0
20140628,7976.0,10466.0,26700.0,787.0,4980.0,13920.0
20140629,2870.0,4204.0,29520.0,543.0,15360.0,5394.0
20140630,2651.0,4937.0,27540.0,944.0,6120.0,5597.0
20140701,6029.0,8775.0,27780.0,695.0,5160.0,11259.0
20140702,3167.0,4405.0,29220.0,1121.0,3600.0,5747.0
20140703,6624.0,11696.0,24120.0,1818.0,9960.0,13538.0
20140704,2059.0,3039.0,26280.0,502.0,4680.0,3875.0
20140705,9417.0,11999.0,23700.0,5621.0,5400.0,16214.0
20140706,5295.0,7054.0,32340.0,1293.0,32100.0,9362.0
20140707,5161.0,10758.0,26880.0,1713.0,4440.0,11516.0
20140708,5388.0,8259.0,29820.0,2146.0,18480.0,10270.0
20140709,4714.0,9708.0,27300.0,1854.0,6300.0,10428.0
20140710,5567.0,10678.0,28980.0,2677.0,7440.0,11820.0
20140711,11595.0,16813.0,21960.0,2903.0,3720.0,21521.0
20140712,4644.0,7099.0,27420.0,747.0,9120.0,8942.0
20140713,4667.0,6348.0,25860.0,552.0,6600.0,8366.0
20140714,9007.0,10742.0,20520.0,2019.0,4740.0,14938.0
20140715,7325.0,10619.0,22500.0,1329.0,5340.0,13628.0
20140716,2460.0,3515.0,30420.0,677.0,8760.0,4538.0
20140717,4012.0,6958.0,28560.0,1624.0,11160.0,8095.0
20140718,5211.0,10147.0,26760.0,1517.0,4920.0,11178.0
20140719,5721.0,9001.0,25380.0,917.0,4080.0,11044.0
20140720,5065.0,8507.0,23040.0,1752.0,3960.0,10119.0
20140721,5313.0,7659.0,28260.0,548.0,5580.0,9850.0
20140722,3646.0,5201.0,28560.0,540.0,6960.0,6701.0
20140723,4921.0,8745.0,25920.0,1244.0,4680.0,10036.0
20140724,7524.0,14036.0,28200.0,3121.0,12540.0,15835.0
20140725,6927.0,10742.0,24780.0,2436.0,5100.0,13208.0
20140726,6091.0,8518.0,27240.0,971.0,13200.0,11063.0
20140727,5328.0,8608.0,26520.0,1437.0,4440.0,10434.0
20140728,3412.0,6498.0,25860.0,1615.0,5280.0,7242.0
20140729,5263.0,10352.0,28920.0,1644.0,5040.0,11363.0
20140730,4303.0,6251.0,29100.0,774.0,9300.0,8015.0
20140731,5397.0,9378.0,24540.0,1693.0,3540.0,10918.0
20140801,6070.0,11083.0,28500.0,2484.0,4500.0,12705.0
20140802,6319.0,10033.0,25920.0,2948.0,6060.0,12200.0
20140803,5602.0,8930.0,26040.0,3171.0,4860.0,10805.0
20140804,4932.0,9606.0,28680.0,1603.0,6720.0,10620.0
20140805,4998.0,7362.0,28620.0,938.0,5580.0,9387.0
20140806,6333.0,8760.0,26580.0,829.0,6660.0,11449.0
20140807,4368.0,9832.0,28320.0,892.0,5760.0,10179.0
20140808,5724.0,9451.0,24300.0,1434.0,7680.0,11334.0
20140809,10935.0,17638.0,20580.0,1802.0,2040.0,21324.0
20140810,3757.0,6143.0,30540.0,2476.0,8520.0,7370.0
20140811,6105.0,10064.0,27900.0,2002.0,2520.0,12006.0
20140812,5175.0,8957.0,29700.0,1883.0,8280.0,10458.0
20140813,5709.0,11636.0,27120.0,1908.0,7980.0,12593.0
20140814,5150.0,7333.0,27900.0,975.0,7020.0,9479.0
20140815,8233.0,11574.0,23280.0,1700.0,3480.0,15021.0
20140816,8891.0,15286.0,18120.0,2812.0,1980.0,17992.0
20140817,10866.0,17638.0,23280.0,2091.0,3780.0,21267.0
20140818,1948.0,2788.0,29880.0,679.0,13140.0,3577.0
20140819,9292.0,12961.0,29820.0,5092.0,8940.0,16668.0
20140820,6917.0,9896.0,26820.0,1313.0,13140.0,12789.0
20140821,5800.0,10805.0,27720.0,3075.0,2640.0,12212.0
20140822,6133.0,9045.0,24180.0,1031.0,6240.0,11520.0
20140823,11386.0,14545.0,20040.0,2724.0,6720.0,19642.0
20140824,4150.0,5903.0,23340.0,713.0,3960.0,7627.0
20140825,5507.0,7633.0,25320.0,679.0,4320.0,9956.0
20140826,5264.0,7394.0,28920.0,1201.0,14880.0,9622.0
20140827,5016.0,9321.0,25260.0,1743.0,6840.0,10549.0
20140828,6354.0,11549.0,24540.0,2043.0,2760.0,13146.0
20140829,4702.0,8525.0,28620.0,1963.0,11820.0,9773.0
20140830,9531.0,12770.0,17640.0,3743.0,3360.0,16923.0
20140831,10581.0,15322.0,21480.0,4589.0,9420.0,19573.0
20140901,6016.0,8875.0,26160.0,2391.0,6840.0,11199.0
20140902,5183.0,7372.0,28200.0,831.0,10860.0,9529.0
20140903,4771.0,9584.0,26460.0,2275.0,5760.0,10461.0
20140904,6903.0,9900.0,25920.0,1443.0,4440.0,12769.0
20140905,5320.0,9701.0,24780.0,1628.0,3600.0,11097.0
20140906,5847.0,9841.0,25500.0,1683.0,4620.0,11706.0
20140907,8437.0,11868.0,29760.0,3370.0,6360.0,15444.0
20140908,5592.0,8065.0,27960.0,737.0,5400.0,10383.0
20140909,4808.0,6894.0,29700.0,768.0,8520.0,8888.0
20140910,5786.0,10681.0,25440.0,1547.0,5220.0,12110.0
20140911,5471.0,7859.0,28560.0,1385.0,5400.0,10127.0
20140912,7910.0,14157.0,24120.0,2055.0,4080.0,16299.0
20140913,5699.0,8234.0,26280.0,2145.0,7440.0,10592.0
20140914,6992.0,9008.0,27840.0,1770.0,16200.0,12089.0
20140915,4126.0,5887.0,28560.0,697.0,3660.0,7610.0
20140916,5599.0,7956.0,28860.0,855.0,8400.0,10286.0
20140917,3212.0,6282.0,28080.0,1750.0,5280.0,6920.0
20140918,4123.0,6104.0,30480.0,759.0,14400.0,7786.0
20140919,5374.0,8793.0,28560.0,2303.0,7320.0,10497.0
20140920,9755.0,13594.0,21720.0,2288.0,3120.0,17736.0
20140921,6137.0,9590.0,28500.0,2252.0,8460.0,11925.0
20140922,5771.0,9210.0,26100.0,2526.0,5460.0,11187.0
20140923,5887.0,8849.0,27240.0,712.0,5700.0,11197.0
20140924,5801.0,9137.0,27900.0,1261.0,8220.0,11213.0
20140925,,,,,,
20140926,,,,,,
20140927,,,,,,
20140928,,,,,,
20140929,,,,,,
20140930,,,,,,
20141001,,,,,,
20141002,,,,,,
20141003,,,,,,
20141004,,,,,,
20141005,,,,,,
20141006,,,,,,
20141007,,,,,,
20141008,,,,,,
20141009,,,,,,
20141010,,,,,,
20141011,,,,,,
20141012,,,,,,
20141013,,,,,,
20141014,,,,,,
20141015,,,,,,
20141016,,,,,,
20141017,,,,,,
20141018,,,,,,
20141019,,,,,,
20141020,,,,,,
20141021,,,,,,
20141022,,,,,,
20141023,,,,,,
20141024,,,,,,
20141025,,,,,,
20141026,,,,,,
20141027,,,,,,
20141028,,,,,,
20141029,,,,,,
20141030,,,,,,
20141031,,,,,,
20141101,,,,,,
20141102,,,,,,
20141103,,,,,,
20141104,,,,,,
20141105,,,,,,
20141106,,,,,,
20141107,,,,,,
20141108,,,,,,
20141109,,,,,,
20141110,,,,,,
20141111,,,,,,
20141112,,,,,,
20141113,,,,,,
20141114,,,,,,
20141115,,,,,,
20141116,,,,,,
20141117,,,,,,
20141118,,,,,,
20141119,,,,,,
20141120,,,,,,
20141121,,,,,,
20141122,,,,,,
20141123,,,,,,
20141124,,,,,,
20141125,,,,,,
20141126,,,,,,
20141127,,,,,,
20141128,,,,,,
20141129,,,,,,
20141130,,,,,,
20141201,,,,,,
20141202,,,,,,
20141203,,,,,,
20141204,,,,,,
20141205,,,,,,
20141206,,,,,,
20141207,,,,,,
20141208,,,,,,
20141209,,,,,,
20141210,,,,,,
20141211,,,,,,
20141212,,,,,,
20141213,,,,,,
20141214,,,,,,
20141215,,,,,,
20141216,,,,,,
20141217,,,,,,
20141218,,,,,,
20141219,,,,,,
20141220,,,,,,
20141221,,,,,,
20141222,,,,,,
20141223,,,,,,
20141224,,,,,,
20141225,,,,,,
20141226,,,,,,
20141227,,,,,,
20141228,,,,,,
20141229,,,,,,
20141230,,,,,,
20141231,,,,,,
